,year,selling_price,km_driven,fuel,seller_type,transmission,owner,brand,model
1197,2017,375000,10000,0,1,0,0,1,27
1198,2014,341000,31491,0,1,0,0,1,30
1199,2014,200000,107143,1,1,0,1,0,7
1200,2017,450000,15000,0,1,1,0,0,20
1201,2012,170000,50000,0,1,0,1,1,29
1202,2017,1900000,100000,1,1,0,0,6,82
1203,2016,500000,60000,1,1,0,0,12,121
1204,2016,819999,85000,1,1,0,0,0,6
1205,2014,351000,40000,0,1,0,1,0,7
1206,2011,195000,80000,0,1,0,1,1,27
1207,2008,250000,82000,1,1,0,1,0,7
1208,2008,120000,70000,0,1,0,1,0,12
1209,2009,180000,70000,0,1,0,2,0,16
1210,2016,430000,20000,1,1,0,0,12,128
1211,2012,75000,35000,0,1,0,1,4,55
1212,2017,750000,80000,1,1,0,0,12,122
1213,2011,60000,40000,0,1,0,0,4,55
1214,2015,1500000,46412,1,1,0,0,6,82
1215,2011,390000,150000,1,1,0,3,12,121
1216,2016,630000,50000,1,1,0,0,12,129
1217,2018,1085000,15000,1,1,0,0,4,62
1218,2012,190000,60000,0,1,0,1,1,27
1219,2018,550000,25000,0,1,1,0,0,13
1220,2012,200000,90000,0,1,0,2,0,3
1221,2011,165000,60000,0,1,0,0,5,77
1222,2013,260000,65000,1,1,0,0,13,136
1223,2011,151000,40000,0,1,0,0,0,3
1224,2018,780000,50000,1,1,0,0,0,6
1225,2012,175000,80000,1,1,0,2,4,54
1226,2010,170000,107500,1,0,0,0,4,54
1227,2013,210000,135000,1,0,0,1,4,54
1228,2007,90000,43826,0,0,0,1,0,3
1229,2016,535000,55838,0,0,0,0,1,31
1230,2007,195000,112880,1,0,0,0,0,7
1231,2011,140000,90000,1,1,0,2,4,54
1232,2012,350000,40000,0,1,0,0,14,147
1233,2013,425000,66000,0,1,0,0,1,23
1234,2017,300000,30300,0,1,0,0,15,152
1235,2013,340000,85000,1,1,0,1,17,167
1236,2009,250000,80659,0,0,0,0,0,7
1237,2008,170000,81324,0,0,0,0,5,80
1238,2013,315000,127884,1,0,0,0,3,41
1239,2015,200000,50000,0,1,0,0,5,75
1240,2016,300000,25000,0,1,0,0,5,75
1241,2015,300000,66755,1,0,0,0,3,41
1242,2013,380000,123084,0,0,0,0,3,42
1243,2009,250000,806599,0,0,0,0,0,7
1244,2013,310000,95851,1,0,0,0,3,41
1245,2010,260000,50000,0,1,0,0,0,2
1246,2008,150000,50000,0,1,0,1,0,9
1247,2006,85000,60000,0,1,0,1,0,14
1248,2015,280000,15000,0,1,0,1,0,3
1249,2016,850000,40000,1,1,0,0,12,122
1250,2017,375000,20000,0,1,0,1,2,40
1251,2006,125000,120000,1,1,0,2,1,28
1252,2012,250000,110000,1,1,0,0,5,75
1253,2014,715000,234000,1,1,0,0,6,81
1254,2011,220000,70000,1,1,0,0,1,31
1255,2010,110000,110000,1,1,0,1,4,54
1256,2007,150000,84000,0,1,0,1,1,23
1257,2012,300000,170000,1,1,0,0,14,147
1258,2017,220000,40000,0,1,0,0,2,39
1259,2006,75000,96000,0,1,0,1,0,2
1260,2009,100000,20000,1,1,0,0,4,52
1261,2016,380000,15000,0,1,0,0,13,136
1262,2007,100000,50000,0,1,0,0,1,29
1263,2010,480000,80000,0,1,0,1,17,170
1264,2012,300000,124000,1,1,0,0,6,83
1265,2013,190000,70000,1,1,0,0,5,75
1266,2012,190000,130000,1,1,0,1,13,136
1267,2017,650000,19014,0,0,0,0,13,135
1268,2009,300000,23262,0,0,0,0,6,81
1269,2016,700000,29600,1,0,0,0,13,142
1270,2015,310000,35925,0,0,0,0,1,27
1271,2018,500000,12000,0,1,0,0,0,20
1272,2013,415000,40771,0,0,0,0,6,83
1273,2015,395000,30500,0,0,1,1,0,4
1274,2014,430000,42000,0,0,0,1,6,83
1275,2007,215000,55800,0,0,0,1,6,81
1276,2014,550000,66569,1,0,0,0,15,151
1277,2014,415000,81358,1,0,0,0,17,169
1278,2015,450000,82695,1,0,0,0,17,169
1279,2014,285000,68293,1,0,0,1,13,136
1280,2016,580000,32000,0,0,1,0,3,46
1281,2014,300000,190621,1,0,0,0,0,7
1282,2018,1200000,60000,1,1,0,0,1,23
1283,2006,78000,64700,0,1,0,0,0,1
1284,2002,65000,100000,0,1,0,1,0,1
1285,2016,400000,88470,1,1,0,0,4,58
1286,2016,850000,75000,1,1,0,0,1,23
1287,2013,450000,120000,1,1,0,1,17,167
1288,2012,2500000,35000,1,1,1,0,8,91
1289,2017,780000,70000,1,1,0,0,6,83
1290,2017,3200000,57000,1,1,1,0,6,84
1291,2020,350000,1000,0,1,0,0,0,3
1292,2013,285000,120000,1,1,0,1,12,123
1293,2015,525000,98000,1,0,0,0,17,167
1294,2014,550000,90000,1,0,0,1,0,5
1295,2018,580000,70000,1,1,0,0,17,168
1296,2013,75000,25000,0,1,0,2,4,55
1297,2009,185000,60000,1,1,0,2,4,61
1298,2007,110000,90000,0,1,0,3,0,9
1299,2004,180000,200000,0,1,0,1,3,42
1300,2010,350000,110000,1,1,0,1,17,169
1301,2005,60000,126000,0,1,0,1,5,78
1302,2018,695000,70000,1,1,0,0,12,129
1303,2019,2700000,5000,1,1,1,0,12,132
1304,2007,135000,74183,0,1,0,1,0,12
1305,2015,640000,70000,1,1,0,1,12,121
1306,2014,160000,90000,0,1,0,0,0,3
1307,2004,80000,46000,0,1,0,1,4,54
1308,2013,340000,110000,1,1,0,1,0,7
1309,2012,110000,80000,1,1,0,1,0,17
1310,2013,250000,90000,1,1,0,1,4,59
1311,2017,1300000,70000,1,1,0,0,6,82
1312,2014,250000,1,1,1,0,1,12,123
1313,2009,450000,192000,1,1,0,0,6,82
1314,2013,240000,70000,0,1,0,3,0,2
1315,2007,225000,120000,1,1,0,1,12,121
1316,2015,275000,60000,0,1,0,1,0,2
1317,2012,320000,120000,1,1,0,1,4,59
1318,2008,75000,120000,0,1,0,0,0,3
1319,2007,85000,50000,0,1,0,1,4,54
1320,2009,90000,120000,1,1,0,0,4,54
1321,2007,85000,80000,0,1,0,1,0,2
1322,2008,350000,80000,1,1,0,1,12,118
1323,2009,355000,100000,1,1,1,1,10,106
1324,2020,619000,1500,0,1,0,0,0,7
1325,2018,1700000,50000,1,1,0,0,11,112
1326,2006,55000,100000,1,1,0,1,4,54
1327,2006,95000,83411,0,1,0,0,13,137
1328,2011,300000,120000,1,1,0,1,17,167
1329,2006,81000,83411,0,1,0,0,13,137
1330,2015,1000000,80000,1,1,1,1,10,106
1331,2019,925000,50000,1,1,0,0,0,11
1332,2015,450000,40000,1,1,0,0,12,121
1333,2014,600000,13270,1,1,0,0,12,118
1334,2006,85000,100000,0,1,1,2,1,29
1335,2016,700000,50000,1,1,0,0,12,131
1336,2017,486000,26500,0,1,0,0,1,30
1337,2013,400000,90000,1,1,0,0,0,7
1338,2008,120000,100000,0,1,0,2,13,137
1339,2018,275000,35000,0,1,0,0,0,3
1340,2016,580000,57000,1,1,0,0,1,31
1341,2015,375000,70000,0,1,0,0,0,7
1342,2015,229999,100000,0,1,0,2,0,2
1343,2010,110000,88000,0,1,0,1,0,3
1344,2017,600000,60000,1,1,0,0,0,7
1345,2009,120000,76000,0,1,0,1,0,16
1346,2010,200000,100000,1,1,0,1,13,136
1347,2012,450000,110000,1,1,0,1,1,23
1348,2012,550000,80000,1,1,0,1,1,23
1349,2012,220000,80000,0,1,0,1,0,3
1350,2001,40000,30000,0,1,0,0,0,1
1351,2017,300000,20000,0,1,1,0,15,152
1352,2018,630000,40000,1,1,0,0,12,121
1353,2017,610000,40000,1,1,0,1,0,7
1354,2019,660000,7000,0,1,0,1,1,24
1355,2012,220000,80000,3,1,0,1,0,2
1356,2011,138000,90000,1,1,0,1,14,146
1357,2013,210000,13770,1,1,0,0,14,146
1358,2005,125000,34000,0,0,0,0,0,12
1359,2008,125000,102000,0,0,0,0,0,3
1360,2014,725000,110000,1,1,0,0,3,42
1361,2011,170000,90000,0,1,0,1,0,3
1362,2015,1200000,70000,1,1,0,2,6,82
1363,2003,70000,90000,0,1,0,1,0,2
1364,2007,100000,70000,0,1,0,1,0,3
1365,2006,300000,80000,0,1,0,1,3,43
1366,2013,450000,100000,1,1,0,1,0,7
1367,2015,530000,100000,1,1,0,0,0,7
1368,2007,100000,143000,0,1,0,2,0,12
1369,2010,350000,115000,0,1,0,1,3,42
1370,2011,165000,100000,1,1,0,1,4,61
1371,2019,475000,120000,1,1,0,1,0,7
1372,2013,350000,42000,1,1,0,0,12,122
1373,2016,229999,38000,0,1,0,0,15,152
1374,2018,800000,35000,1,1,0,0,3,49
1375,2014,475000,120000,1,1,0,1,0,7
1376,2014,425000,136906,1,1,0,0,14,145
1377,2015,660000,97000,1,1,0,1,0,5
1378,2019,610000,10000,0,1,1,0,3,41
1379,2013,240000,50000,0,1,0,2,3,44
1380,2005,70000,60000,0,1,0,1,0,14
1381,2011,550000,120000,1,1,0,0,6,81
1382,2010,100000,120000,0,1,0,1,4,54
1383,2010,350000,90000,1,1,0,1,12,121
1384,2013,200000,120000,0,1,0,0,1,32
1385,2019,720000,3000,0,1,1,0,1,34
1386,2014,350000,133000,1,1,0,0,0,17
1387,2016,400000,25000,0,1,0,0,0,2
1388,2017,570000,35000,0,1,0,0,1,31
1389,2015,130000,70000,0,1,0,0,0,9
1390,2016,210000,52000,0,1,0,0,0,3
1391,2018,800000,52000,1,1,0,0,1,25
1392,2017,700000,39000,1,1,0,0,3,46
1393,2011,200000,28689,1,1,0,0,4,54
1394,2014,495000,90000,1,1,0,1,4,67
1395,2014,325000,80322,1,0,0,0,13,137
1396,2019,650000,8000,0,1,0,0,13,142
1397,2000,155000,50000,1,1,0,1,12,119
1398,2007,75000,90000,0,1,0,1,0,1
1399,2015,350000,61658,1,0,0,0,1,30
1400,2010,90000,50000,0,1,0,2,0,12
1401,2016,600000,80000,1,1,0,0,0,11
1402,2010,400000,185000,1,1,0,0,12,118
1403,2014,370000,57000,1,1,0,1,0,7
1404,2000,50000,60000,0,1,0,0,0,1
1405,2004,125000,120000,0,1,0,1,3,42
1406,2018,1800000,26000,1,1,1,0,3,50
1407,2019,650000,20000,0,1,1,0,1,30
1408,2017,800000,30600,0,1,1,0,0,11
1409,2020,802000,5000,0,1,0,0,17,169
1410,2015,2300000,35000,1,1,1,2,9,102
1411,2016,430000,35000,1,1,0,0,1,24
1412,2017,650000,23000,0,1,0,0,1,23
1413,2004,170000,120000,1,1,0,0,12,118
1414,2011,450000,235000,1,1,1,0,10,106
1415,2013,250000,87000,0,1,0,0,0,3
1416,2014,550000,72000,0,1,0,1,13,140
1417,2013,2000000,64000,1,1,1,1,7,88
1418,2007,140000,100000,0,1,0,1,0,12
1419,2012,155000,12000,0,1,0,0,5,75
1420,2010,120000,67000,0,1,0,2,1,37
1421,2012,287000,70000,1,1,0,0,6,82
1422,2016,675000,60000,1,1,0,0,0,13
1423,2011,235000,74500,0,1,0,1,1,27
1424,2011,300000,118700,1,1,0,1,1,31
1425,2015,434999,40000,0,1,1,1,14,146
1426,2004,225000,223660,1,1,1,2,12,118
1427,2006,160000,140000,0,1,0,1,6,81
1428,2020,600000,5000,0,1,0,0,1,30
1429,2016,470000,100000,1,1,0,1,5,74
1430,2011,300000,100000,0,1,0,1,0,7
1431,2018,600000,2000,0,1,0,0,0,13
1432,2020,640000,4000,0,1,1,0,1,30
1433,2006,50000,120000,1,1,0,3,4,54
1434,2015,600000,35000,0,1,0,0,1,23
1435,2014,290000,29000,3,1,0,0,1,27
1436,2015,600000,30000,0,1,0,0,1,23
1437,2012,190000,120000,1,1,0,0,4,61
1438,2008,160000,110000,0,1,0,2,1,27
1439,2017,325000,15000,0,1,0,0,0,3
1440,2006,200000,73756,1,1,0,0,12,121
1441,2018,2800000,40000,1,1,1,0,6,84
1442,2011,125000,60000,0,1,0,2,5,77
1443,2008,155000,60000,0,1,0,3,1,27
1444,2015,550000,90000,1,1,0,0,1,31
1445,2009,130000,70000,0,1,0,3,0,2
1446,2002,80000,70000,0,1,0,1,0,1
1447,2015,500000,80000,1,1,0,1,6,83
1448,2019,250000,27000,0,1,0,0,15,152
1449,2012,580000,70000,1,1,0,0,12,120
1450,2002,60000,50000,0,1,0,0,22,179
1451,2012,300000,185000,1,1,0,0,6,83
1452,2014,200000,90000,1,1,0,1,13,136
1453,2017,1200000,16400,1,1,0,0,4,64
1454,2015,350000,80000,1,1,0,1,6,83
1455,2012,600000,80000,1,1,0,1,12,120
1456,2019,650000,4000,0,1,0,0,3,46
1457,2008,120000,40000,0,1,0,0,0,16
1458,2010,180000,120000,1,1,0,1,4,63
1459,2018,950000,41395,0,1,1,0,1,23
1460,2012,250999,35000,1,1,0,1,4,61
1461,2012,385000,52000,1,0,0,0,10,110
1462,2009,1250000,47000,1,0,1,1,9,101
1463,2013,165000,50000,0,1,0,0,5,75
1464,2015,700000,48000,0,0,0,0,1,28
1465,2015,750000,53000,1,0,0,0,12,120
1466,2008,89999,213000,1,1,0,0,12,125
1467,2018,290000,15000,0,0,1,0,2,39
1468,2014,45000,7000,0,1,0,1,4,55
1469,2013,675000,88000,1,0,1,0,10,106
1470,2015,530000,55000,1,0,0,0,14,145
1471,2014,1485000,48000,1,0,1,0,18,114
1472,2014,325000,71014,1,0,0,0,5,73
1473,2015,400000,60000,1,0,0,0,3,41
1474,2017,380000,71000,1,0,0,0,12,128
1475,2016,750000,45000,0,0,1,0,3,42
1476,2017,390000,45000,0,0,0,0,3,44
1477,2009,110000,20000,0,1,0,0,0,3
1478,2019,1825000,14000,1,0,0,0,23,180
1479,2019,3256000,17000,1,0,1,0,9,102
1480,2015,370000,60000,1,0,0,0,15,153
1481,2013,210000,80000,1,1,0,1,5,75
1482,2007,175000,181000,1,1,0,3,10,110
1483,2012,575000,89550,1,1,0,1,1,23
1484,2010,320000,90000,1,1,0,2,12,122
1485,2010,280000,149500,1,1,0,2,0,7
1486,2013,500000,190000,1,1,0,1,15,151
1487,2013,380000,83000,1,0,0,0,13,137
1488,2005,120000,20000,0,1,0,1,0,1
1489,2018,395000,20000,0,1,0,0,0,8
1490,2010,360000,160000,1,1,0,0,10,110
1491,2015,451000,100000,1,1,0,0,14,145
1492,2010,175000,45000,0,1,0,1,5,77
1493,2009,170000,44800,0,1,0,1,5,77
1494,2006,100000,40000,0,1,0,1,1,29
1495,2014,150000,120000,0,1,0,2,0,9
1496,2011,149000,10000,1,1,0,1,4,54
1497,2011,160000,80000,1,1,0,1,4,54
1498,2018,434999,10000,0,1,0,0,2,40
1499,2014,800000,156000,1,1,0,0,12,120
1500,2010,819999,120000,1,1,0,1,6,82
1501,2007,163000,100000,0,1,0,1,0,13
1502,2001,350000,100000,1,1,0,1,8,91
1503,2006,75000,100000,0,1,0,1,4,54
1504,2012,180000,60000,0,1,0,1,0,3
1505,2017,675000,30000,1,1,0,0,13,136
1506,2013,400000,170000,1,1,0,0,0,7
1507,2013,434999,100000,1,1,0,1,17,169
1508,2006,100000,110000,0,1,0,1,4,52
1509,2015,419000,170000,1,1,0,1,0,7
1510,2009,200000,100000,0,1,0,0,4,54
1511,2014,400000,35000,1,1,0,0,15,153
1512,2018,790000,40000,1,1,0,1,13,135
1513,2015,500000,90000,1,1,0,1,15,151
1514,2012,275000,120000,1,1,0,1,10,107
1515,2012,450000,120000,1,1,0,1,1,31
1516,2020,1400000,25000,1,0,0,0,12,120
1517,2015,800000,15000,1,1,0,0,15,151
1518,2014,315000,41000,0,0,0,0,0,2
1519,2019,700000,16000,0,1,0,0,0,13
1520,2016,585000,51000,1,0,0,0,12,121
1521,2014,350000,30000,0,1,0,0,5,72
1522,2014,495000,80000,1,0,0,0,3,42
1523,2017,500000,50000,0,1,0,0,1,30
1524,2013,345000,44000,0,0,0,0,1,30
1525,2015,500000,10000,0,1,0,0,0,13
1526,2016,360000,33000,0,0,0,0,0,2
1527,2010,210000,25000,0,1,0,0,0,3
1528,2014,220000,66000,0,0,0,0,0,3
1529,2009,250000,48000,0,1,0,0,5,80
1530,2016,990000,146000,1,0,0,0,6,82
1531,2013,220000,100000,1,1,0,3,12,123
1532,2012,1800000,50000,1,1,1,1,7,88
1533,2014,530000,50000,0,1,0,0,3,42
1534,2016,575000,50000,1,1,0,0,0,13
1535,2012,400000,99000,1,0,0,0,12,122
1536,2016,680000,50000,1,1,0,0,3,45
1537,2014,1000000,80000,1,1,1,0,1,38
1538,2016,260000,45000,0,1,0,1,0,3
1539,2010,150000,50000,0,1,0,1,4,61
1540,2008,180000,70000,0,1,0,2,0,3
1541,2014,346000,37516,1,1,0,0,24,181
1542,2015,450000,20000,1,1,0,0,12,122
1543,2019,500000,5000,0,1,0,0,1,30
1544,2019,700000,8000,1,1,0,0,1,30
1545,2019,280000,25880,0,1,0,0,0,3
1546,2019,475000,10000,0,1,1,0,1,29
1547,2009,300000,50000,1,1,0,0,0,7
1548,2014,200999,40000,0,1,0,0,0,3
1549,2009,200000,100000,1,1,0,2,10,110
1550,2009,210000,80000,0,1,0,1,5,80
1551,2012,160000,110000,1,1,0,0,4,52
1552,2009,175000,136000,1,1,0,1,1,23
1553,2012,320000,80000,1,1,0,0,4,63
1554,2009,110000,50000,0,1,0,1,0,3
1555,2008,300000,30000,0,1,0,0,0,2
1556,2012,700000,10000,0,1,0,0,3,42
1557,2009,135000,90000,1,1,0,3,4,54
1558,2015,500000,110000,1,1,0,0,12,121
1559,2012,550000,120000,1,1,0,1,12,118
1560,2014,1050000,90000,1,1,0,2,6,82
1561,2016,500000,20000,0,1,0,0,3,42
1562,2011,180000,90000,1,1,0,1,0,17
1563,2010,170000,50000,0,1,0,1,1,29
1564,2019,484999,9000,0,1,0,0,3,44
1565,2011,150000,70000,0,1,0,1,0,16
1566,2018,380000,25000,0,1,0,0,0,3
1567,2019,480000,10000,0,1,0,0,1,29
1568,2009,135000,90000,1,1,0,3,4,54
1569,2011,290000,60000,1,1,0,1,17,169
1570,2013,350000,70000,0,1,0,0,16,161
1571,2014,110000,25000,0,1,0,0,0,3
1572,2003,70000,80000,0,1,0,2,1,29
1573,2011,300000,70000,0,1,1,2,17,167
1574,2017,180000,60000,0,1,0,0,0,3
1575,2020,300000,20000,0,1,0,0,15,152
1576,2017,509000,60000,0,1,0,0,0,13
1577,2016,650000,80000,1,1,0,0,0,10
1578,2015,450000,70000,1,1,0,2,0,7
1579,1999,170000,2020,1,1,0,1,12,119
1580,2007,210000,100000,1,1,0,1,12,118
1581,2013,360000,80000,1,1,0,1,1,31
1582,2011,495000,120000,1,1,0,1,6,82
1583,2006,105000,100000,0,1,0,2,0,3
1584,2010,270000,60000,0,1,0,2,1,31
1585,2010,130000,110000,0,1,0,0,13,136
1586,2014,700000,90000,1,1,0,1,3,42
1587,2012,400000,40000,1,1,0,0,5,76
1588,2009,250000,60000,0,1,0,1,0,7
1589,2013,325000,94000,1,1,0,1,3,41
1590,2008,69000,100000,0,1,0,0,0,3
1591,2018,1380000,25000,1,1,0,0,12,118
1592,2007,90000,90000,0,1,0,0,0,12
1593,2016,1000000,40000,1,1,0,0,12,120
1594,2010,145000,90000,2,1,0,1,1,37
1595,2020,250000,1100,0,1,0,3,0,3
1596,2011,256000,70000,1,1,0,2,0,7
1597,2005,70000,120000,1,1,0,0,4,54
1598,2000,50000,88500,0,1,0,3,0,2
1599,2016,240000,70000,0,1,0,1,15,152
1600,2010,97000,128000,0,1,0,0,4,54
1601,2012,130000,120000,1,1,0,0,4,52
1602,2009,199000,52536,0,1,0,0,0,7
1603,2006,125000,70000,0,1,1,0,3,43
1604,2015,420000,60000,1,1,0,0,1,24
1605,2016,525000,110000,1,1,0,0,12,133
1606,2008,125000,85000,0,1,0,0,1,29
1607,2010,325000,135000,1,1,0,0,1,23
1608,2012,330000,86000,1,1,0,3,17,167
1609,2010,110000,50000,0,1,0,0,0,2
1610,2019,450000,1950,0,1,0,0,0,21
1611,2005,85000,118400,0,1,0,0,0,7
1612,2007,229999,70000,0,1,0,1,3,43
1613,2012,250000,60000,0,1,0,1,1,27
1614,2015,650000,68000,1,1,0,0,13,140
1615,2017,600000,46507,1,2,0,0,0,7
1616,2017,650000,6480,0,2,0,0,6,83
1617,2017,750000,32077,1,2,0,0,0,6
1618,2018,850000,19107,0,2,0,0,6,86
1619,2017,315000,18469,0,2,0,0,1,32
1620,2015,415000,28217,0,2,0,0,0,7
1621,2016,640000,72787,1,2,0,0,0,5
1622,2017,780000,31063,0,2,0,0,0,5
1623,2017,2595000,79641,1,2,1,0,6,84
1624,2015,850000,58692,1,2,0,0,1,25
1625,2015,900000,54784,1,2,0,0,1,25
1626,2016,1150000,64156,0,2,0,0,6,81
1627,2007,75000,54000,0,1,0,0,0,14
1628,2012,215000,97000,1,1,0,0,17,167
1629,2009,130000,120000,0,1,1,1,0,10
1630,2019,400000,16000,0,1,1,0,1,29
1631,2019,550000,60000,0,1,1,0,0,7
1632,2016,245000,52000,0,0,0,0,5,75
1633,2010,320000,110000,1,1,0,3,0,7
1634,2016,730000,60000,1,1,1,1,12,129
1635,2005,120000,100000,0,1,0,2,13,143
1636,2017,950000,35000,0,1,0,0,3,42
1637,2017,350000,48000,0,1,0,2,0,2
1638,2005,100000,20000,0,1,0,1,0,14
1639,2017,350000,30000,0,1,0,0,0,2
1640,2005,80000,40000,0,1,0,1,0,2
1641,2013,370000,60000,0,1,0,0,1,23
1642,2012,160000,70000,0,1,0,1,1,32
1643,2009,130000,120000,1,1,0,0,4,59
1644,2016,250000,30000,0,1,0,0,5,72
1645,2012,270000,80000,1,1,0,1,4,63
1646,2019,2600000,9500,1,1,1,0,18,114
1647,2013,160000,80000,0,1,0,0,1,32
1648,2016,229999,80000,0,1,0,0,1,32
1649,2017,750000,29000,1,1,0,0,12,121
1650,2011,195000,120000,1,1,0,0,5,78
1651,2015,320000,60000,0,1,0,0,6,83
1652,2018,1100000,20000,1,1,0,0,12,118
1653,2016,270000,22000,0,1,0,0,2,39
1654,2012,300000,50000,0,1,0,0,10,108
1655,2012,200000,50000,1,1,0,0,5,75
1656,2007,120000,81366,0,1,0,0,0,12
1657,2006,95000,110000,0,1,0,0,0,14
1658,2013,400000,100000,0,1,0,0,17,169
1659,2006,229999,300000,1,1,0,0,6,82
1660,2016,430000,20000,1,1,0,0,12,128
1661,2012,300000,90000,1,1,0,0,15,157
1662,2013,350000,70000,0,1,0,0,16,161
1663,2013,450000,120000,1,1,0,0,15,151
1664,2016,200000,53000,0,1,0,1,15,152
1665,2017,250000,30000,0,1,0,0,0,3
1666,2012,368000,90000,0,1,0,1,0,7
1667,2012,368000,90000,0,1,0,1,0,7
1668,2014,650000,244000,1,1,0,0,6,82
1669,1997,150000,120000,1,1,0,2,12,119
1670,2012,180000,60000,3,1,0,0,0,2
1671,2017,525000,15000,0,1,0,0,1,30
1672,2005,350000,150000,1,1,0,1,13,139
1673,2018,850000,30000,1,1,0,1,12,129
1674,2011,350000,312000,1,1,0,2,17,166
1675,2007,75000,54000,0,1,0,0,0,14
1676,2005,160000,67000,0,1,0,0,0,7
1677,2017,500000,40000,1,1,0,0,0,7
1678,2008,130000,100000,0,1,0,0,1,29
1679,2015,350000,100000,1,1,0,1,4,58
1680,2005,70000,80000,0,1,0,0,0,2
1681,2014,750000,145000,1,1,0,1,6,82
1682,2013,450000,53000,1,1,0,0,3,41
1683,2015,430000,73000,1,1,0,2,0,7
1684,2011,260000,90000,1,1,0,2,0,10
1685,2013,370000,80000,1,1,0,2,0,7
1686,2011,229999,100000,2,1,0,0,5,80
1687,2011,140000,90000,1,1,0,2,13,136
1688,2013,700000,200000,1,1,0,0,6,82
1689,2020,545000,7300,0,1,0,0,1,34
1690,2017,200000,30000,0,1,0,0,2,39
1691,2015,500000,120000,1,1,0,0,4,62
1692,2008,70000,90000,0,1,0,1,0,3
1693,2013,580000,25000,1,1,0,2,12,131
1694,2012,160000,70000,2,1,0,1,0,8
1695,2018,450000,6000,0,1,0,0,1,30
1696,2010,160000,36000,0,1,0,0,0,3
1697,2016,760000,49000,1,1,0,0,0,11
1698,2015,300000,22000,0,1,0,0,1,32
1699,1998,50000,35000,3,1,0,1,0,9
1700,2019,800000,24000,1,1,0,0,12,121
1701,2018,680000,20000,1,1,0,0,0,7
1702,2009,85000,50000,3,1,0,1,0,1
1703,2016,1300000,70000,1,1,0,0,6,82
1704,2016,500000,60000,0,1,0,0,0,7
1705,2015,3500000,35000,1,1,1,0,9,98
1706,2008,145000,60000,0,1,0,0,1,37
1707,2013,300000,60000,1,1,0,0,12,123
1708,2017,600000,60000,1,1,0,1,0,7
1709,2015,400000,70000,0,1,0,1,0,7
1710,2007,130000,135000,0,1,0,1,1,29
1711,2001,45000,72539,0,1,0,1,0,1
1712,2017,641000,25000,0,1,0,0,0,13
1713,2015,650000,50000,1,1,0,0,0,7
1714,2020,784000,101,1,0,0,4,13,142
1715,2020,635000,101,0,0,0,4,13,136
1716,2020,1000000,101,1,0,0,4,13,140
1717,2015,495000,52328,1,0,0,0,13,136
1718,2013,324000,30000,0,1,0,0,1,29
1719,2016,2100000,91505,1,0,1,0,13,139
1720,2018,200000,35000,0,1,0,0,0,3
1721,2015,320000,60000,1,1,0,0,0,7
1722,2015,300000,20500,0,1,0,0,1,32
1723,2013,180000,200000,1,1,0,0,4,54
1724,2008,500000,154000,1,1,0,2,6,82
1725,2011,305000,120000,0,1,0,1,6,83
1726,2009,125000,50000,0,1,0,3,0,1
1727,2015,800000,135000,1,1,0,0,0,7
1728,2009,420000,100000,1,1,0,0,12,118
1729,2017,875000,40000,1,1,0,0,0,6
1730,2014,580000,70000,1,1,0,0,0,7
1731,2011,350000,133000,1,1,0,1,0,7
1732,2004,120000,110000,0,1,0,1,1,37
1733,2013,150000,180000,1,1,0,2,4,54
1734,2013,650000,120000,1,1,0,0,15,151
1735,2010,225000,80000,0,1,0,1,0,3
1736,2014,400000,15000,0,1,1,0,3,41
1737,2005,250000,70000,0,1,0,0,1,33
1738,2008,120000,41723,0,1,0,1,1,29
1739,2010,250000,70000,0,1,0,0,0,10
1740,2012,175000,20000,0,1,0,1,0,3
1741,2013,450000,1000,1,0,0,1,15,151
1742,2018,590000,26350,1,0,0,0,0,20
1743,2015,225000,68745,1,0,0,0,4,52
1744,2016,900000,47000,1,1,0,0,12,120
1745,2017,375000,27289,0,0,1,0,0,3
1746,2016,320000,24662,0,0,0,0,1,32
1747,2013,525000,37000,1,0,0,0,0,7
1748,2014,650000,28245,1,0,0,0,14,148
1749,2017,575000,27005,1,0,0,0,1,30
1750,2014,355000,39227,0,0,0,0,1,27
1751,2016,470000,31367,1,0,0,0,12,128
1752,2008,221000,35008,0,0,0,0,0,2
1753,2009,195000,27005,0,0,0,0,1,29
1754,2004,90000,100005,0,0,0,1,1,29
1755,2013,580000,45264,1,0,0,0,1,23
1756,2014,325000,39093,0,0,0,0,0,8
1757,2013,495000,45241,0,0,0,0,3,42
1758,2014,290000,12000,0,0,0,0,1,32
1759,2018,375000,2769,0,0,0,0,2,39
1760,2011,211000,43128,1,0,0,0,4,54
1761,2010,270000,110000,0,1,0,1,1,31
1762,2004,70000,50000,0,1,0,1,0,3
1763,2010,225000,60000,0,1,0,1,1,27
1764,2014,420000,70000,1,1,0,2,12,118
1765,2015,280000,22255,0,1,0,0,5,72
1766,2013,400000,59213,0,1,0,0,1,31
1767,2015,850000,55000,1,1,0,0,12,120
1768,2011,550000,80000,1,1,0,0,13,137
1769,2011,550000,80000,1,1,0,0,13,137
1770,2018,1000000,40000,1,1,0,0,15,156
1771,2014,350000,170000,1,1,0,0,12,122
1772,2011,350000,170000,1,1,0,1,4,63
1773,2007,170000,70000,0,1,0,2,3,43
1774,2020,828999,1010,0,0,0,4,13,138
1775,2020,1119000,1010,0,0,0,4,13,135
1776,2020,746000,1111,0,0,0,4,13,136
